Cumulative Instructions,IPC_19,IPC_03,Speed_up
7.5E+11,1.2121,2.4733,2.040508209
7.51E+11,1.4855,2.4786,1.668529115
7.51E+11,1.4221,2.4786,1.742915407
7.52E+11,1.2975,2.4583,1.894643545
7.52E+11,1.2265,2.4583,2.004321239
7.53E+11,1.0756,2.1841,2.030587579
7.53E+11,1.333,2.1841,1.638484621
7.54E+11,1.4513,2.3694,1.63260525
7.54E+11,1.3685,2.3694,1.731384728
7.55E+11,1.5144,2.5056,1.65451664
7.55E+11,1.1697,2.5056,2.142087715
7.56E+11,1.5706,2.5275,1.609257609
7.56E+11,1.4054,2.5275,1.798420379
7.57E+11,1.2251,2.2087,1.802873235
7.57E+11,1.2376,2.2087,1.784663866
7.57E+11,1.1326,2.2087,1.95011478
7.58E+11,1.323,2.2476,1.698866213
7.58E+11,1.5126,2.2476,1.485918286
7.59E+11,1.3801,2.2866,1.656836461
7.59E+11,1.4191,2.2866,1.611302938
7.6E+11,1.2918,2.4958,1.932032822
7.6E+11,1.4905,2.4958,1.674471654
7.61E+11,1.3426,2.6022,1.938179651
7.61E+11,1.2905,2.6022,2.016427741
7.62E+11,1.107,2.2177,2.003342367
7.62E+11,1.2044,2.2177,1.841331783
7.63E+11,1.405,2.2231,1.58227758
7.63E+11,1.4379,2.2231,1.546074136
7.64E+11,1.4865,2.4772,1.66646485
7.64E+11,1.2164,2.4772,2.036501151
7.64E+11,1.4558,2.4772,1.701607364
7.65E+11,1.4491,2.6733,1.844800221
7.65E+11,1.3071,2.6733,2.045214597
7.66E+11,1.2174,2.204,1.81041564
7.66E+11,1.0731,2.204,2.053862641
7.67E+11,1.3247,2.1816,1.646863441
7.67E+11,1.4671,2.1816,1.4870152
7.67E+11,1.6787,2.1816,1.299577054
7.67E+11,1.1185,2.1816,1.950469379
7.68E+11,1.3972,2.4884,1.780990553
7.68E+11,1.4003,2.4884,1.777047775
7.69E+11,1.4027,2.4946,1.778427319
7.69E+11,1.4033,2.4946,1.777666928
7.7E+11,1.7043,2.4305,1.426098692
7.7E+11,2.0124,2.4305,1.207761876
7.71E+11,1.7703,2.4327,1.374173869
7.72E+11,2.0493,2.8959,1.413116674
7.72E+11,1.7541,2.8959,1.650932102
7.73E+11,1.8607,3.2399,1.74122642
7.73E+11,1.8028,3.2399,1.79714888
7.74E+11,1.7432,3.0995,1.778051859
7.75E+11,1.7912,2.9592,1.65207682
7.75E+11,1.563,2.9592,1.89328215
7.76E+11,1.8566,3.1172,1.678983087
7.77E+11,1.8765,2.8458,1.516546763
7.77E+11,1.8095,2.8458,1.572699641
7.78E+11,1.7547,2.9564,1.684846412
7.78E+11,1.8835,2.9564,1.569631006
7.79E+11,1.76,3.067,1.742613636
7.8E+11,1.8167,3.1396,1.728188474
7.8E+11,1.9418,3.1396,1.616850345
7.81E+11,1.8339,3.1034,1.69224058
7.82E+11,2.0218,3.0671,1.517014541
7.82E+11,1.8178,3.0671,1.687259324
7.83E+11,1.7781,3.2036,1.801698442
7.84E+11,1.7559,2.9738,1.693604419
7.84E+11,1.82,2.9738,1.633956044
7.85E+11,1.6742,3.0508,1.82224346
7.85E+11,1.6782,3.0508,1.817900131
7.86E+11,1.9567,3.1277,1.598456585
7.87E+11,1.7572,2.8555,1.625028454
7.87E+11,1.7852,2.8555,1.599540668
7.88E+11,1.8085,2.976,1.645562621
7.89E+11,1.8026,3.0964,1.717741041
7.89E+11,1.8077,3.0964,1.712894839
7.9E+11,1.9901,3.0628,1.53901814
7.9E+11,1.7631,3.0628,1.737167489
7.91E+11,2.0327,3.1792,1.56402814
7.92E+11,1.809,3.1516,1.742177999
7.92E+11,1.8025,3.1516,1.748460472
7.93E+11,1.8589,3.1239,1.680509979
7.94E+11,1.708,3.0552,1.788758782
7.94E+11,1.8599,3.0552,1.642668961
7.95E+11,1.5372,3.0801,2.003708041
7.95E+11,1.8009,3.0801,1.710311511
7.96E+11,1.9403,3.105,1.600268
7.97E+11,1.7551,2.8679,1.634037947
7.97E+11,1.798,2.8679,1.595050056
7.98E+11,1.8516,3.0589,1.652030676
7.99E+11,1.7831,3.0908,1.733385677
7.99E+11,1.8585,3.0908,1.663061609
8E+11,1.8894,3.1226,1.652693977
8.01E+11,1.9136,3.1982,1.671300167
8.01E+11,1.866,3.1982,1.713933548
8.02E+11,1.8582,3.1189,1.678452266
8.02E+11,1.7718,3.1189,1.76030026
8.03E+11,1.7571,3.0396,1.729895851
8.04E+11,1.7924,3.1001,1.729580451
8.04E+11,1.6285,3.1001,1.903653669
8.05E+11,1.7559,2.9765,1.695142092
8.06E+11,1.9428,2.9866,1.537265802
8.06E+11,1.8274,2.9866,1.634343877
8.07E+11,1.7808,2.9967,1.682783019
8.07E+11,1.7738,2.9967,1.689423836
8.08E+11,1.7771,2.9899,1.682460188
8.09E+11,1.8619,3.0969,1.663300929
8.09E+11,1.9064,3.0969,1.624475451
8.1E+11,1.8407,3.2039,1.74058782
8.11E+11,1.9795,3.1273,1.579843395
8.11E+11,1.8652,3.1273,1.676656659
8.12E+11,1.8063,3.0848,1.707800476
8.13E+11,1.8273,3.0661,1.67794013
8.13E+11,1.7311,3.0661,1.771185951
8.14E+11,1.8108,3.0474,1.682902584
8.14E+11,1.5893,3.0474,1.917447933
8.15E+11,1.8109,3.0065,1.660224198
8.16E+11,1.8579,3.0143,1.622423166
8.16E+11,1.7982,3.0143,1.676287399
8.17E+11,1.8309,3.0221,1.65060899
8.17E+11,1.698,3.0221,1.779799764
8.18E+11,2.1358,3.0773,1.440818429
8.18E+11,1.5014,3.0773,2.049620354
8.18E+11,1.264,3.0773,2.434572785
8.18E+11,1.3978,3.0773,2.201530977
8.19E+11,1.2823,3.1331,2.443343991
8.19E+11,1.634,3.1331,1.91744186
8.2E+11,1.491,1.609,1.079141516
8.2E+11,1.5047,1.609,1.069316143
8.21E+11,1.589,1.5542,0.978099434
