Cumulative Instructions,IPC_19
6.76E+11,1.398810604
6.76E+11,1.402805847
6.77E+11,1.401338294
6.77E+11,1.40173889
6.78E+11,1.637953014
6.78E+11,1.661738582
6.79E+11,1.666372736
6.79E+11,1.558586346
6.80E+11,1.872643466
6.81E+11,1.89159104
6.82E+11,3.695003612
6.83E+11,3.689550323
6.84E+11,3.689777832
6.86E+11,3.691265491
6.86E+11,2.074323135
6.87E+11,1.41067526
6.87E+11,1.407163513
6.88E+11,1.404624382
6.88E+11,1.403857584
6.89E+11,1.402633106
6.89E+11,1.403471312
6.90E+11,1.541838999
6.90E+11,1.653257385
6.91E+11,1.677497195
6.92E+11,1.594030561
6.92E+11,1.774244258
6.93E+11,1.623032709
6.94E+11,3.623737494
6.95E+11,3.68932946
6.97E+11,3.688571505
6.98E+11,3.695795263
6.99E+11,2.559473526
6.99E+11,1.491532581
7.00E+11,1.401018848
7.00E+11,1.40081665
7.01E+11,1.402394744
7.01E+11,1.404122469
7.02E+11,1.402798506
7.02E+11,1.483496628
7.03E+11,1.647112332
7.03E+11,1.66193148
7.04E+11,1.621244955
7.04E+11,1.617188459
7.05E+11,2.009912798
7.06E+11,2.788601199
7.07E+11,3.690717447
7.09E+11,3.690023628
7.10E+11,3.689001342
7.11E+11,2.936904902
7.12E+11,1.722133679
7.12E+11,1.405517109
7.13E+11,1.405958082
7.13E+11,1.401694293
7.13E+11,1.402334575
7.14E+11,1.406195673
7.14E+11,1.399325785
7.14E+11,0.253796934
7.15E+11,1.43359812
7.15E+11,1.652358345
7.16E+11,1.977923473
7.16E+11,1.749829292
7.17E+11,1.470173698
7.17E+11,1.530658997
7.18E+11,1.841095225
7.18E+11,1.799966713
7.19E+11,1.717463764
7.19E+11,1.19673487
7.20E+11,1.14970253
7.20E+11,0.889427451
7.20E+11,0.958400088
7.21E+11,2.389328211
7.21E+11,1.145952845
7.22E+11,1.232900633
7.22E+11,0.489963741
7.22E+11,0.754461514
7.23E+11,1.016459477
7.23E+11,1.23102953
7.23E+11,1.146679024
7.24E+11,0.790496376
7.24E+11,1.783185458
7.25E+11,1.733503508
7.25E+11,1.106981731
7.25E+11,0.907373859
7.26E+11,0.572766765
7.26E+11,0.983376973
7.26E+11,1.149102661
7.27E+11,1.151585655
7.27E+11,0.900719093
7.27E+11,1.027409507
7.28E+11,2.310125616
7.29E+11,1.111727114
7.29E+11,1.169067106
7.29E+11,0.466352807
7.29E+11,0.904507537
7.30E+11,1.081257729
7.30E+11,1.161606839
7.31E+11,1.114687532
7.31E+11,0.790918903
7.32E+11,2.353035934
7.32E+11,1.175183412
7.33E+11,1.201215817
7.33E+11,0.588033931
7.33E+11,0.730395325
7.33E+11,1.030894588
7.34E+11,1.233945714
7.34E+11,1.147441575
7.34E+11,0.810514704
7.35E+11,1.814690819
7.36E+11,1.705658876
7.36E+11,1.109022138
7.36E+11,0.900297833
7.36E+11,0.579591744
7.37E+11,0.984854896
7.37E+11,1.076345525
7.37E+11,2.427205514
7.37E+11,1.622007193
7.38E+11,3.222038219
7.39E+11,3.181765797
7.40E+11,3.327802212
7.41E+11,2.756235295
7.42E+11,2.265262539
7.42E+11,2.333989574
7.43E+11,2.290772538
7.43E+11,2.042974509
7.44E+11,1.82373733
7.44E+11,1.677311346
7.45E+11,1.642103396
7.45E+11,1.371433252
7.46E+11,1.371498094
7.46E+11,1.343298055
7.47E+11,1.470006931
7.47E+11,1.350760164
7.48E+11,1.272775074
7.48E+11,1.099322316
7.48E+11,1.218544244
7.49E+11,1.406933108
7.49E+11,1.430822361
7.50E+11,1.478078858
7.50E+11,1.212123861
7.51E+11,1.485460515
7.51E+11,1.422065777
7.52E+11,1.297511431
7.52E+11,1.226511442
7.53E+11,1.075624998
7.53E+11,1.332964896
7.54E+11,1.4512944
7.54E+11,1.368527133
7.55E+11,1.51442626
7.55E+11,1.169667738
7.56E+11,1.570594907
7.56E+11,1.405427675
7.57E+11,1.225067458
7.57E+11,1.237617884
7.57E+11,1.132610724
7.58E+11,1.322988371
7.58E+11,1.51255683
7.59E+11,1.380104007
7.59E+11,1.419118531
7.60E+11,1.291758881
7.60E+11,1.490510124
7.61E+11,1.342586933
7.61E+11,1.290529143
7.62E+11,1.106958426
7.62E+11,1.204406045
7.63E+11,1.404966285
7.63E+11,1.43790632
7.64E+11,1.486455639
7.64E+11,1.216422522
7.64E+11,1.455807881
7.65E+11,1.449052333
7.65E+11,1.307066683
7.66E+11,1.217443438
7.66E+11,1.073137899
7.67E+11,1.324714308
7.67E+11,1.467058764
7.67E+11,1.678743136
7.67E+11,1.11849744
7.68E+11,1.397176134
7.68E+11,1.400265359
7.69E+11,1.402656165
7.69E+11,1.403259892
7.70E+11,1.704314422
7.70E+11,2.012418305
7.71E+11,1.770262651
7.72E+11,2.049253066
7.72E+11,1.754144099
7.73E+11,1.860741552
7.73E+11,1.802772297
7.74E+11,1.743197922
7.75E+11,1.791204894
7.75E+11,1.562970541
7.76E+11,1.856582932
7.77E+11,1.876517942
7.77E+11,1.809526911
7.78E+11,1.754700039
7.78E+11,1.883484801
7.79E+11,1.760035712
7.80E+11,1.816679419
7.80E+11,1.941785924
7.81E+11,1.833931509
7.82E+11,2.02183534
7.82E+11,1.817765719
7.83E+11,1.778056701
7.84E+11,1.755880029
7.84E+11,1.819981716
7.85E+11,1.67422888
7.85E+11,1.678173137
7.86E+11,1.956660112
7.87E+11,1.757153911
7.87E+11,1.785155319
7.88E+11,1.808549316
7.89E+11,1.802641384
7.89E+11,1.807729192
7.90E+11,1.990084342
7.90E+11,1.763125739
7.91E+11,2.032706716
7.92E+11,1.808962943
7.92E+11,1.802473139
7.93E+11,1.858899375
7.94E+11,1.707954643
7.94E+11,1.859931221
7.95E+11,1.537182418
7.95E+11,1.800877995
7.96E+11,1.940282531
7.97E+11,1.755091974
7.97E+11,1.797971221
7.98E+11,1.851582913
7.99E+11,1.783086137
7.99E+11,1.858469168
8.00E+11,1.889447052
8.01E+11,1.913579692
8.01E+11,1.865989356
8.02E+11,1.858236565
8.02E+11,1.771791225
8.03E+11,1.757076452
8.04E+11,1.792421617
8.04E+11,1.62851721
8.05E+11,1.75593318
8.06E+11,1.942847812
8.06E+11,1.827360501
8.07E+11,1.780764844
8.07E+11,1.773764622
8.08E+11,1.777133172
8.09E+11,1.861907161
8.09E+11,1.906433757
8.10E+11,1.840746012
8.11E+11,1.979504498
8.11E+11,1.865173273
8.12E+11,1.80631916
8.13E+11,1.827260494
8.13E+11,1.731098621
8.14E+11,1.810777682
8.14E+11,1.589328696
8.15E+11,1.810896346
8.16E+11,1.857873748
8.16E+11,1.798152638
8.17E+11,1.830858655
8.17E+11,1.697996544
8.18E+11,2.135754437
8.18E+11,1.501358203
8.18E+11,1.264019625
8.18E+11,1.397773778
8.19E+11,1.282322807
8.19E+11,1.633994133
8.20E+11,1.491009777
8.20E+11,1.504678311
8.21E+11,1.58904659
